tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-9695,Tigre 2,Clay,32,C,O,20260223,30,D0CN,,,Miguel Damas,R,208,ESP,26.177,303,168,D0LJ,,,Diego Dedura,,,,,311,162,6-4 4-6 7-5,3,SF,138,2,2,92,54,28,21,16,7,13,1,0,92,77,43,8,16,1,8
2026-9695,Tigre 2,Clay,32,C,O,20260223,31,D0CG,,,Facundo Diaz Acosta,L,183,ARG,25.191,278,186,D0CN,,,Miguel Damas,R,208,ESP,26.177,303,168,1-6 6-3 6-0,3,F,134,3,1,72,44,28,16,11,5,8,1,1,81,50,28,12,11,8,13
2026-2973,Thionville,Hard,32,C,I,20260302,1,O513,4,,Sebastian Ofner,R,191,AUT,29.804,108,571,B0U4,6,,Nicolai Budkov Kjaer,R,191,NOR,19.499,150,407,6-7(5) 6-3 7-6(7),3,Final,134,15,1,105,63,52,29,17,2,3,10,5,123,75,56,25,16,9,11
2026-2973,Thionville,Hard,32,C,I,20260302,2,O513,4,,Sebastian Ofner,R,191,AUT,29.804,108,571,G09O,1,,Hugo Gaston,L,173,FRA,25.429,96,631,6-4 6-2,3,SF,66,9,2,62,39,29,12,9,7,8,2,2,64,40,24,12,9,5,9
2026-2973,Thionville,Hard,32,C,I,20260302,3,B0U4,6,,Nicolai Budkov Kjaer,R,191,NOR,19.499,150,407,V0AM,3,,Otto Virtanen,R,193,FIN,24.695,128,487,4-6 6-2 7-6(3),3,SF,123,2,2,88,56,43,18,15,1,3,8,5,98,52,42,20,15,5,8
2026-2973,Thionville,Hard,32,C,I,20260302,4,G09O,1,,Hugo Gaston,L,173,FRA,25.429,96,631,K0O4,,,Moise Kouame,,,,,393,118,3-6 6-3 6-4,3,QF,131,5,1,101,58,42,16,14,11,15,2,8,93,62,38,16,14,5,10
2026-2973,Thionville,Hard,32,C,I,20260302,5,B0U4,6,,Nicolai Budkov Kjaer,R,191,NOR,19.499,150,407,CH12,2,,Jan Choinski,R,196,GBR,29.725,122,530,6-4 7-6(5),3,QF,106,10,2,73,40,31,16,11,3,5,7,1,83,53,35,13,11,5,8
2026-2973,Thionville,Hard,32,C,I,20260302,6,V0AM,3,,Otto Virtanen,R,193,FIN,24.695,128,487,BV16,8,,Ugo Blanchet,R,175,FRA,27.154,162,375,7-5 7-6(3),3,QF,94,9,2,64,43,35,17,12,0,1,8,4,84,44,33,22,12,8,10
2026-2973,Thionville,Hard,32,C,I,20260302,7,O513,4,,Sebastian Ofner,R,191,AUT,29.804,108,571,R09X,,,Jurij Rodionov,L,191,AUT,26.795,177,348,6-2 3-6 6-3,3,QF,95,4,2,72,37,31,15,13,3,6,8,6,85,53,36,11,13,4,9
2026-2973,Thionville,Hard,32,C,I,20260302,8,G09O,1,,Hugo Gaston,L,173,FRA,25.429,96,631,S0DQ,,,Keegan Smith,R,201,USA,27.691,306,166,3-6 6-3 6-2,3,R16,94,7,2,75,40,33,20,13,3,5,2,1,75,52,32,11,13,0,4
2026-2973,Thionville,Hard,32,C,I,20260302,9,V0AM,3,,Otto Virtanen,R,193,FIN,24.695,128,487,H996,,,Pierre-Hugues Herbert,R,188,FRA,34.957,157,388,7-5 6-4,3,R16,91,5,1,69,48,35,12,11,9,10,6,6,72,36,26,16,11,3,6
2026-2973,Thionville,Hard,32,C,I,20260302,10,O513,4,,Sebastian Ofner,R,191,AUT,29.804,108,571,C0HT,,,Murphy Cassone,R,188,USA,23.543,275,191,7-5 6-2,3,R16,67,10,1,48,34,31,9,10,0,0,2,4,69,42,28,12,10,5,8
2026-2973,Thionville,Hard,32,C,I,20260302,11,BV16,8,,Ugo Blanchet,R,175,FRA,27.154,162,375,C0BH,,,Clement Chidekh,R,180,FRA,24.717,187,330,6-2 6-2,3,R16,68,3,1,52,32,23,13,8,4,4,2,4,48,29,17,7,8,2,6
2026-2973,Thionville,Hard,32,C,I,20260302,12,R09X,,,Jurij Rodionov,L,191,AUT,26.795,177,348,K0FY,,,Martin Krumich,R,188,CZE,23.181,346,140,6-3 6-2,3,R16,65,5,3,53,30,25,13,9,2,2,5,0,46,30,19,8,8,1,4
2026-2973,Thionville,Hard,32,C,I,20260302,13,CH12,2,,Jan Choinski,R,196,GBR,29.725,122,530,SX50,,,Roman Safiullin,R,185,RUS,28.567,199,303,4-6 7-5 7-5,3,R16,136,12,1,111,68,52,19,17,8,11,14,2,87,49,32,25,17,2,6
2026-2973,Thionville,Hard,32,C,I,20260302,14,K0O4,,,Moise Kouame,,,,,393,118,Z0A1,5,,Giulio Zeppieri,L,183,ITA,24.233,153,397,6-1 1-0 RET,3,R16,28,1,1,25,18,12,5,4,3,3,1,1,20,11,4,4,4,0,3
2026-2973,Thionville,Hard,32,C,I,20260302,15,B0U4,6,,Nicolai Budkov Kjaer,R,191,NOR,19.499,150,407,N552,,,Kei Nishikori,R,178,JPN,36.172,284,182,3-6 6-4 6-2,3,R16,100,13,3,72,46,38,14,14,3,5,5,2,79,51,32,18,13,4,7
2026-2973,Thionville,Hard,32,C,I,20260302,16,O513,4,,Sebastian Ofner,R,191,AUT,29.804,108,571,L0CF,,,George Loffhagen,R,188,GBR,24.868,208,281,4-6 7-5 7-6(5),3,R32,146,11,3,120,70,51,29,17,7,9,9,4,106,58,47,26,17,1,3
2026-2973,Thionville,Hard,32,C,I,20260302,17,C0HT,,,Murphy Cassone,R,188,USA,23.543,275,191,BV21,,,Charles Broom,R,178,GBR,27.855,260,206,6-4 6-3,3,R32,85,11,6,82,48,37,12,10,10,12,11,3,61,39,30,5,9,5,9
2026-2973,Thionville,Hard,32,C,I,20260302,18,H996,,,Pierre-Hugues Herbert,R,188,FRA,34.957,157,388,B0QC,,,Gilles Arnaud Bailly,R,180,BEL,20.449,209,280,6-3 6-7(3) 6-3,3,R32,129,12,2,85,49,39,24,16,1,2,5,4,99,61,45,17,14,4,7
2026-2973,Thionville,Hard,32,C,I,20260302,19,S0DQ,,,Keegan Smith,R,201,USA,27.691,306,166,H09N,,,August Holmgren,R,188,DEN,27.86,201,301,6-3 3-6 6-3,3,R32,82,4,2,67,51,39,11,14,0,2,10,5,76,44,35,11,13,0,3
2026-2973,Thionville,Hard,32,C,I,20260302,20,G09O,1,,Hugo Gaston,L,173,FRA,25.429,96,631,G0BY,,,Daniil Glinka,L,188,EST,25.804,176,349,6-3 4-2 RET,3,R32,54,4,1,48,32,27,8,8,2,2,5,2,39,16,13,11,7,3,5
2026-2973,Thionville,Hard,32,C,I,20260302,21,CH12,2,,Jan Choinski,R,196,GBR,29.725,122,530,M0TO,,,Mae Malige,R,173,FRA,19.926,518,79,7-6(3) 6-1,3,R32,85,6,0,64,46,33,12,10,0,1,1,1,64,43,26,8,9,5,8
2026-2973,Thionville,Hard,32,C,I,20260302,22,V0AM,3,,Otto Virtanen,R,193,FIN,24.695,128,487,P0GN,,,Tom Paris,R,193,FRA,23.496,332,146,6-4 1-6 7-6(2),3,R32,115,7,3,79,49,34,18,14,3,6,11,0,102,72,49,17,15,5,7
2026-2973,Thionville,Hard,32,C,I,20260302,23,BV16,8,,Ugo Blanchet,R,175,FRA,27.154,162,375,WB08,,,Yosuke Watanuki,R,180,JPN,27.888,175,349,6-7(5) 6-2 3-0 RET,3,R32,96,8,3,60,40,35,10,11,0,1,5,8,89,41,27,20,12,4,9
2026-2973,Thionville,Hard,32,C,I,20260302,24,C0BH,,,Clement Chidekh,R,180,FRA,24.717,187,330,BU70,,,Remy Bertola,R,175,SUI,27.502,212,273,6-3 7-6(3),3,R32,95,2,4,70,39,29,17,10,2,3,6,4,72,45,33,8,11,3,6
2026-2973,Thionville,Hard,32,C,I,20260302,25,K0O4,,,Moise Kouame,,,,,393,118,SO20,,,Jelle Sels,R,188,NED,30.56,343,142,6-3 6-0,3,R32,67,2,5,48,27,22,9,7,5,6,0,4,51,33,16,4,8,6,12
2026-2973,Thionville,Hard,32,C,I,20260302,26,K0FY,,,Martin Krumich,R,188,CZE,23.181,346,140,A09T,,,Dan Added,R,183,FRA,26.886,203,295,6-4 6-2,3,R32,73,11,1,49,29,25,13,9,0,0,7,3,62,34,23,11,9,5,8
2026-2973,Thionville,Hard,32,C,I,20260302,27,N552,,,Kei Nishikori,R,178,JPN,36.172,284,182,T09X,,,Clement Tabur,R,173,FRA,26.103,190,318,7-5 4-6 6-2,3,R32,121,3,1,73,53,44,11,15,0,2,3,4,102,52,34,26,15,6,10
2026-2973,Thionville,Hard,32,C,I,20260302,28,R09X,,,Jurij Rodionov,L,191,AUT,26.795,177,348,GF95,,,Hugo Grenier,R,196,FRA,29.941,195,310,6-3 1-0 RET,3,R32,38,4,1,26,17,14,6,5,0,0,1,2,26,17,13,2,5,1,3
2026-2973,Thionville,Hard,32,C,I,20260302,29,Z0A1,5,,Giulio Zeppieri,L,183,ITA,24.233,153,397,E0DD,,,Justin Engel,R,185,GER,18.418,192,315,4-6 7-5 6-1,3,R32,104,19,3,102,68,54,17,15,6,7,10,1,78,49,37,15,14,1,4
2026-2973,Thionville,Hard,32,C,I,20260302,30,B0U4,6,,Nicolai Budkov Kjaer,R,191,NOR,19.499,150,407,MV14,,,Alex Molcan,L,178,SVK,28.249,200,302,6-1 6-2,3,R32,63,6,1,48,27,24,11,8,1,1,3,0,50,31,16,9,7,5,9
2026-2973,Thionville,Hard,32,C,I,20260302,31,SX50,,,Roman Safiullin,R,185,RUS,28.567,199,303,S0GR,,,Timofey Skatov,R,173,KAZ,25.109,191,318,7-6(3) 6-3,3,R32,118,7,2,81,46,35,16,10,6,8,2,3,75,41,25,16,11,3,7
2026-3065,Brasilia,Clay,32,C,O,20260302,1,R0GO,5,,Henrique Rocha,R,180,POR,21.903,169,364,V0DP,1,,Adolfo Daniel Vallejo,R,183,PAR,21.843,104,593,6-4 6-4,3,Final,95,3,1,65,45,33,10,10,2,3,5,3,61,42,26,11,10,2,5
2026-3065,Brasilia,Clay,32,C,O,20260302,2,V0DP,1,,Adolfo Daniel Vallejo,R,183,PAR,21.843,104,593,R09V,,,Eduardo Ribeiro,R,178,BRA,27.959,441,105,7-5 6-2,3,SF,80,5,1,57,32,24,14,10,3,5,0,0,60,46,22,8,10,1,6
2026-3065,Brasilia,Clay,32,C,O,20260302,3,R0GO,5,,Henrique Rocha,R,180,POR,21.903,169,364,MJ08,,,Thiago Monteiro,L,183,BRA,31.754,232,240,6-0 6-7(3) 6-3,3,SF,142,5,4,65,44,38,13,13,0,1,7,1,95,66,44,12,14,5,11
2026-3065,Brasilia,Clay,32,C,O,20260302,4,V0DP,1,,Adolfo Daniel Vallejo,R,183,PAR,21.843,104,593,D0CG,,,Facundo Diaz Acosta,L,183,ARG,25.21,238,236,7-6(6) 6-3,3,QF,172,2,3,75,52,29,11,11,8,12,0,5,63,36,16,15,10,4,9
2026-3065,Brasilia,Clay,32,C,O,20260302,5,R0GO,5,,Henrique Rocha,R,180,POR,21.903,169,364,P0IY,,,Juan Carlos Prado Angelo,R,185,BOL,20.988,210,279,6-3 6-3,3,QF,69,1,3,53,35,26,10,9,0,1,1,2,43,32,20,4,9,3,7
2026-3065,Brasilia,Clay,32,C,O,20260302,6,MJ08,,,Thiago Monteiro,L,183,BRA,31.754,232,240,B0FI,,,Pedro Boscardin Dias,R,180,BRA,23.091,258,209,6-1 6-2,3,QF,72,2,3,48,34,25,10,8,2,2,5,1,44,25,12,9,7,2,6
2026-3065,Brasilia,Clay,32,C,O,20260302,7,R09V,,,Eduardo Ribeiro,R,178,BRA,27.959,441,105,H0DU,,,Gustavo Heide,R,191,BRA,24.005,301,169,6-4 4-6 6-4,3,QF,156,2,2,86,45,31,24,15,2,5,4,7,107,67,45,17,15,10,14
2026-3065,Brasilia,Clay,32,C,O,20260302,8,V0DP,1,,Adolfo Daniel Vallejo,R,183,PAR,21.843,104,593,S0T1,,,Joao Eduardo Schiessl,L,180,BRA,21.533,494,88,6-4 6-2,3,R16,91,1,2,65,40,26,15,9,5,6,1,3,64,35,24,12,9,8,12
2026-3065,Brasilia,Clay,32,C,O,20260302,9,B0FI,,,Pedro Boscardin Dias,R,180,BRA,23.091,258,209,V836,,,Juan Pablo Varillas,R,185,PER,30.404,281,185,6-2 7-6(1),3,R16,130,3,8,76,37,27,25,10,2,2,1,0,78,41,24,20,10,8,10
2026-3065,Brasilia,Clay,32,C,O,20260302,10,D0CG,,,Facundo Diaz Acosta,L,183,ARG,25.21,238,236,M0WY,,,Guto Miguel,,,,,1616,3,6-4 6-3,3,R16,95,1,2,64,41,29,14,10,3,4,2,3,48,24,17,11,9,1,4
2026-3065,Brasilia,Clay,32,C,O,20260302,11,MJ08,,,Thiago Monteiro,L,183,BRA,31.754,232,240,D0CN,,,Miguel Damas,R,208,ESP,26.196,278,190,6-4 7-5,3,R16,131,5,1,86,60,42,12,11,8,9,1,3,72,44,27,14,11,6,9
2026-3065,Brasilia,Clay,32,C,O,20260302,12,R09V,,,Eduardo Ribeiro,R,178,BRA,27.959,441,105,F0F2,3,,Jaime Faria,R,188,POR,22.571,163,375,7-6(7) 6-4,3,R16,112,3,0,77,46,34,11,11,4,7,5,9,87,44,33,15,11,5,9
2026-3065,Brasilia,Clay,32,C,O,20260302,13,R0GO,5,,Henrique Rocha,R,180,POR,21.903,169,364,S0CG,,,Carlos Sanchez Jover,L,173,ESP,25.613,351,138,7-6(3) 6-2,3,R16,87,5,1,57,32,23,12,10,1,4,1,4,65,44,27,6,10,3,8
2026-3065,Brasilia,Clay,32,C,O,20260302,14,H0DU,,,Gustavo Heide,R,191,BRA,24.005,301,169,RD48,,,Igor Marcondes,L,185,BRA,28.709,307,165,6-4 4-6 6-4,3,R16,144,2,11,94,56,41,15,15,3,7,3,2,86,48,33,19,15,3,8
2026-3065,Brasilia,Clay,32,C,O,20260302,15,P0IY,,,Juan Carlos Prado Angelo,R,185,BOL,20.988,210,279,R0A7,,,Joao Lucas Reis Da Silva,R,178,BRA,25.933,205,291,3-6 6-3 6-4,3,R16,133,7,3,81,45,33,20,14,3,5,4,0,82,55,37,16,14,3,6
2026-3065,Brasilia,Clay,32,C,O,20260302,16,V0DP,1,,Adolfo Daniel Vallejo,R,183,PAR,21.843,104,593,B0EJ,,,Tristan Boyer,R,188,USA,24.862,218,268,6-2 6-2,3,R32,81,2,2,42,25,18,9,8,0,2,0,2,41,23,7,8,8,2,8
2026-3065,Brasilia,Clay,32,C,O,20260302,17,B0FI,,,Pedro Boscardin Dias,R,180,BRA,23.091,258,209,M0K4,2,,Elmer Moller,R,183,DEN,22.648,121,534,6-2 6-3,3,R32,83,4,3,59,37,21,10,9,2,6,1,9,57,31,11,9,8,6,13
2026-3065,Brasilia,Clay,32,C,O,20260302,18,R0GO,5,,Henrique Rocha,R,180,POR,21.903,169,364,AA27,,,Franco Agamenone,R,191,ITA,32.879,269,196,7-5 6-2,3,R32,89,3,2,57,36,27,14,10,3,3,2,2,55,36,26,8,10,5,8
2026-3065,Brasilia,Clay,32,C,O,20260302,19,M0WY,,,Guto Miguel,,,,,1616,3,FA43,6,,Juan Pablo Ficovich,R,188,ARG,29.101,186,330,7-6(1) 7-5,3,R32,135,7,5,77,44,32,18,12,3,6,0,6,93,59,40,11,12,9,13
2026-3065,Brasilia,Clay,32,C,O,20260302,20,D0CN,,,Miguel Damas,R,208,ESP,26.196,278,190,G0DH,8,,Alvaro Guillen Meza,R,175,ECU,23.162,207,287,7-6(8) 6-4,3,R32,132,3,4,82,40,29,21,11,6,9,4,6,84,52,35,11,11,4,8
2026-3065,Brasilia,Clay,32,C,O,20260302,21,D0CG,,,Facundo Diaz Acosta,L,183,ARG,25.21,238,236,S0GZ,,,Nikolas Sanchez Izquierdo,R,185,ESP,26.965,271,195,6-3 7-6(5),3,R32,145,2,2,80,49,34,15,11,5,8,0,2,67,45,24,13,10,2,6
2026-3065,Brasilia,Clay,32,C,O,20260302,22,RD48,,,Igor Marcondes,L,185,BRA,28.709,307,165,SL94,,,Pedro Sakamoto,R,178,BRA,32.674,379,124,6-7(4) 6-4 6-1,3,R32,136,11,2,75,47,38,20,14,0,0,4,3,111,68,47,18,15,14,18
2026-3065,Brasilia,Clay,32,C,O,20260302,23,MJ08,,,Thiago Monteiro,L,183,BRA,31.754,232,240,SG56,,,Daniel Dutra da Silva,L,,BRA,37.656,321,156,6-4 6-4,3,R32,93,1,0,50,32,25,13,10,1,2,7,2,83,42,32,16,10,5,8
2026-3065,Brasilia,Clay,32,C,O,20260302,24,R09V,,,Eduardo Ribeiro,R,178,BRA,27.959,441,105,R0BT,,,Franco Roncadelli,L,185,URU,26.067,333,146,6-4 6-3,3,R32,91,3,1,56,30,23,17,9,2,2,2,1,67,47,29,9,10,2,5
2026-3065,Brasilia,Clay,32,C,O,20260302,25,S0CG,,,Carlos Sanchez Jover,L,173,ESP,25.613,351,138,T0I3,,,Miguel Tobon,R,188,COL,,607,61,7-6(2) 4-6 6-1,3,R32,146,6,7,132,90,61,20,15,11,14,9,3,85,56,35,16,14,2,6
2026-3065,Brasilia,Clay,32,C,O,20260302,26,S0T1,,,Joao Eduardo Schiessl,L,180,BRA,21.533,494,88,MW75,,,Felipe Meligeni Alves,R,185,BRA,28.03,248,223,7-6(5) 7-6(6),3,R32,143,4,4,114,77,53,17,12,13,14,3,1,75,45,36,17,12,2,3
2026-3065,Brasilia,Clay,32,C,O,20260302,27,V836,,,Juan Pablo Varillas,R,185,PER,30.404,281,185,T0H5,,,Benjamin Torrealba,L,180,CHI,20.69,795,35,6-2 6-1,3,R32,62,2,0,43,22,20,12,8,0,0,1,4,35,17,10,5,7,0,4
2026-3065,Brasilia,Clay,32,C,O,20260302,28,F0F2,3,,Jaime Faria,R,188,POR,22.571,163,375,C0NN,,,Gianluca Cadenasso,R,175,ITA,21.421,298,173,7-6(11) 3-6 7-6(9),3,R32,174,15,5,137,84,60,22,17,11,15,11,4,112,63,49,28,16,1,3
2026-3065,Brasilia,Clay,32,C,O,20260302,29,P0IY,,,Juan Carlos Prado Angelo,R,185,BOL,20.988,210,279,D0H9,4,,Guy Den Ouden,R,183,NED,23.899,156,391,6-4 6-3,3,R32,83,3,6,64,43,30,8,9,3,5,2,2,63,43,25,9,10,1,6
2026-3065,Brasilia,Clay,32,C,O,20260302,30,H0DU,,,Gustavo Heide,R,191,BRA,24.005,301,169,GE33,7,,Daniel Elahi Galan,R,191,COL,29.703,182,337,6-1 4-6 7-6(3),3,R32,170,2,9,94,41,31,30,15,4,7,6,2,107,57,35,27,14,6,10
2026-3065,Brasilia,Clay,32,C,O,20260302,31,R0A7,,,Joao Lucas Reis Da Silva,R,178,BRA,25.933,205,291,S0EK,,,Matias Soto,R,170,CHI,26.847,318,157,6-1 4-6 6-4,3,R32,134,5,1,86,52,41,18,14,9,11,7,1,86,50,30,20,13,5,9
2026-2913,Kigali,Clay,32,C,O,20260302,1,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,7-6(5) 7-6(6),3,Final,43,1,0,69,64,48,2,12,0,2,3,1,63,57,44,3,12,0,2
2026-2913,Kigali,Clay,32,C,O,20260302,2,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,7-6(5) 7-6(6),3,Final,43,1,0,69,64,48,2,12,0,2,3,1,63,57,44,3,12,0,2
2026-2913,Kigali,Clay,32,C,O,20260302,3,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,G0IX,2,,Arthur Gea,R,180,FRA,21.161,161,377,7-6(3) 5-7 6-3,3,SF,162,8,3,110,69,49,24,17,4,7,7,4,92,41,34,30,16,4,7
2026-2913,Kigali,Clay,32,C,O,20260302,4,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,CF01,,,Marco Cecchinato,R,185,ITA,33.418,225,251,6-2 7-6(8),3,SF,100,7,2,73,46,38,15,10,1,1,9,6,80,48,31,18,10,9,11
2026-2913,Kigali,Clay,32,C,O,20260302,5,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,TA29,1,,Marco Trungelliti,R,178,ARG,36.082,132,465,7-6(3) 6-7(3) 7-6(7),3,QF,203,9,3,122,79,59,27,18,2,3,7,8,139,83,60,32,18,9,10
2026-2913,Kigali,Clay,32,C,O,20260302,6,G0IX,2,,Arthur Gea,R,180,FRA,21.161,161,377,HB48,,,Calvin Hemery,R,191,FRA,31.091,316,157,6-3 6-4,3,QF,82,6,3,55,29,26,16,10,0,0,5,3,54,37,24,11,9,4,6
2026-2913,Kigali,Clay,32,C,O,20260302,7,CF01,,,Marco Cecchinato,R,185,ITA,33.418,225,251,K0EP,5,,Jerome Kym,R,198,SUI,23.05,180,342,6-7(6) 3-3 RET,3,QF,75,3,1,60,37,29,15,9,2,2,16,0,47,30,27,15,9,0,0
2026-2913,Kigali,Clay,32,C,O,20260302,8,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,P0AY,8,,Luka Pavlovic,R,196,FRA,25.922,211,276,6-4 6-3,3,QF,73,4,0,49,30,23,15,9,0,0,11,5,62,40,30,9,10,2,5
2026-2913,Kigali,Clay,32,C,O,20260302,9,TA29,1,,Marco Trungelliti,R,178,ARG,36.082,132,465,B0BU,,,Florent Bax,R,185,FRA,26.71,268,197,6-3 6-4,3,R16,79,2,3,50,35,30,8,10,1,2,5,1,50,30,20,8,9,1,4
2026-2913,Kigali,Clay,32,C,O,20260302,10,G0IX,2,,Arthur Gea,R,180,FRA,21.161,161,377,J09X,,,Filip Cristian Jianu,R,180,ROU,24.452,252,219,7-6(2) 6-4,3,R16,88,10,1,69,41,35,17,11,2,2,4,0,61,35,25,18,11,0,1
2026-2913,Kigali,Clay,32,C,O,20260302,11,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,M0N1,3,,Luka Mikrut,R,188,CRO,21.875,165,371,1-6 7-6(5) 3-2 RET,3,R16,119,5,1,62,43,32,11,11,2,4,10,0,73,43,33,24,13,4,5
2026-2913,Kigali,Clay,32,C,O,20260302,12,K0EP,5,,Jerome Kym,R,198,SUI,23.05,180,342,DH55,,,Michiel De Krom,,,,,758,40,6-4 6-2,3,R16,95,7,0,46,30,22,13,9,4,5,6,3,79,40,23,17,9,8,12
2026-2913,Kigali,Clay,32,C,O,20260302,13,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,KH56,7,,Zdenek Kolar,R,183,CZE,29.394,197,308,4-6 7-6(2) 7-6(6),3,R16,203,10,7,169,104,73,25,17,21,25,3,4,119,78,57,20,17,5,8
2026-2913,Kigali,Clay,32,C,O,20260302,14,P0AY,8,,Luka Pavlovic,R,196,FRA,25.922,211,276,C0HB,,,Eliakim Coulibaly,L,180,CIV,23.825,293,175,6-2 6-4,3,R16,68,18,4,53,34,28,11,9,0,0,2,1,62,36,21,16,9,3,6
2026-2913,Kigali,Clay,32,C,O,20260302,15,CF01,,,Marco Cecchinato,R,185,ITA,33.418,225,251,K0CJ,,,Sandro Kopp,R,185,AUT,25.766,320,156,6-7(8) 6-4 7-6(4),3,R16,144,7,2,101,61,49,30,17,0,1,3,2,111,69,54,25,17,5,7
2026-2913,Kigali,Clay,32,C,O,20260302,16,HB48,,,Calvin Hemery,R,191,FRA,31.091,316,157,N0B4,,,Ryan Nijboer,R,180,NED,26.595,524,78,6-4 6-4,3,R16,112,2,1,47,36,31,9,10,0,0,5,3,86,48,36,15,10,12,14
2026-2913,Kigali,Clay,32,C,O,20260302,17,G0IX,2,,Arthur Gea,R,180,FRA,21.161,161,377,DG80,,,Enrico Dalla Valle,,,,,492,88,6-3 7-6(4),3,R32,106,6,6,78,44,36,17,11,8,9,2,2,64,43,29,11,10,3,5
2026-2913,Kigali,Clay,32,C,O,20260302,18,K0CJ,,,Sandro Kopp,R,185,AUT,25.766,320,156,CF59,4,,Roberto Carballes Baena,R,183,ESP,32.942,168,368,6-3 6-2,3,R32,73,1,1,53,38,28,10,9,3,3,7,1,42,25,18,8,8,0,3
2026-2913,Kigali,Clay,32,C,O,20260302,19,K0EP,5,,Jerome Kym,R,198,SUI,23.05,180,342,P0HY,,,Samuele Pieri,,,,,500,85,6-7(3) 6-4 6-4,3,R32,133,11,2,84,44,37,29,16,0,0,8,2,101,66,47,24,16,7,9
2026-2913,Kigali,Clay,32,C,O,20260302,20,HB48,,,Calvin Hemery,R,191,FRA,31.091,316,157,CI14,6,,Jay Clarke,R,183,GBR,27.598,184,333,7-6(5) 3-6 7-6(15),3,R32,241,7,3,122,70,56,26,16,5,7,8,2,133,79,61,26,17,7,8
2026-2913,Kigali,Clay,32,C,O,20260302,21,KH56,7,,Zdenek Kolar,R,183,CZE,29.394,197,308,C0JX,,,Sean Cuenin,R,183,FRA,22.04,341,143,7-6(2) 6-3,3,R32,110,4,3,60,44,34,11,11,1,2,3,7,75,41,27,17,10,6,8
2026-2913,Kigali,Clay,32,C,O,20260302,22,P0AY,8,,Luka Pavlovic,R,196,FRA,25.922,211,276,M0EA,,,Pol Martin Tiffon,R,183,ESP,26.59,254,215,6-1 6-4,3,R32,64,7,4,51,28,25,14,9,3,3,1,1,45,27,17,10,8,0,3
2026-2913,Kigali,Clay,32,C,O,20260302,23,C0HB,,,Eliakim Coulibaly,L,180,CIV,23.825,293,175,B0ME,,,Cesar Bouchelaghem,,,,,627,57,6-3 6-2,3,R32,74,7,0,48,29,25,12,9,0,0,2,4,54,28,18,12,8,3,6
2026-2913,Kigali,Clay,32,C,O,20260302,24,DH55,,,Michiel De Krom,,,,,758,40,I0A7,,,Nicholas David Ionel,R,,ROU,23.387,615,60,5-7 6-3 6-3,3,R32,166,5,1,93,60,42,22,15,4,5,1,1,107,81,54,15,15,11,14
2026-2913,Kigali,Clay,32,C,O,20260302,25,N679,,,Stefano Napolitano,R,196,ITA,30.891,422,111,DF92,,,Corentin Denolly,L,188,FRA,28.736,390,119,6-3 6-4,3,R32,93,4,0,60,34,27,16,10,1,1,4,5,63,33,21,17,9,6,8
2026-2913,Kigali,Clay,32,C,O,20260302,26,N0B4,,,Ryan Nijboer,R,180,NED,26.595,524,78,H0CX,,,Max Houkes,L,188,NED,25.662,245,228,6-3 6-3,3,R32,104,2,2,58,31,24,17,9,4,4,4,4,61,34,23,11,9,7,10
2026-2913,Kigali,Clay,32,C,O,20260302,27,S0WT,,,Joel Schwaerzler,L,188,AUT,20.093,214,272,E0AC,,,Mathys Erhard,R,188,FRA,24.348,330,148,7-6(5) 7-6(1),3,R32,121,10,0,69,41,34,21,12,1,2,3,2,100,66,46,15,12,4,5
2026-2913,Kigali,Clay,32,C,O,20260302,28,TA29,1,,Marco Trungelliti,R,178,ARG,36.082,132,465,J0B5,,,Garrett Johns,R,180,USA,25.205,325,153,6-4 4-6 6-4,3,R32,125,8,2,78,46,35,18,15,0,3,6,0,85,47,32,22,15,5,9
2026-2913,Kigali,Clay,32,C,O,20260302,29,M0N1,3,,Luka Mikrut,R,188,CRO,21.875,165,371,F0BT,,,Jonas Forejtek,R,183,CZE,24.977,356,135,6-3 7-6(5),3,R32,101,11,1,66,42,34,17,11,2,3,5,4,72,41,31,13,10,3,5
