tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-9452,Concepcion,Clay,32,C,O,20260126,14,M0OH,,,Lautaro Midon,R,180,ARG,,232,247,V0F6,,,Nicolas Villalon,R,180,CHI,,992,18,6-3 2-6 6-4,3,R32,109,1,1,71,33,21,19,13,1,6,0,3,71,47,27,13,14,1,7
2026-9452,Concepcion,Clay,32,C,O,20260126,15,MJ08,,,Thiago Monteiro,L,183,BRA,,196,304,D0CG,,,Facundo Diaz Acosta,L,183,ARG,,247,224,6-4 6-4,3,R32,98,3,2,52,28,20,18,10,2,3,4,5,55,28,18,16,10,4,7
2026-9452,Concepcion,Clay,32,C,O,20260126,16,V836,,,Juan Pablo Varillas,R,185,PER,,244,227,MW75,,,Felipe Meligeni Alves,R,185,BRA,,225,251,7-5 6-2,3,R32,94,3,3,61,31,23,17,10,3,5,1,1,64,32,18,16,10,5,10
2026-9452,Concepcion,Clay,32,C,O,20260126,17,TE30,1,,Alejandro Tabilo,L,188,CHI,,79,737,S0EK,,,Matias Soto,R,170,CHI,,389,122,6-2 6-3,3,R16,85,7,1,52,33,27,10,8,3,3,1,6,64,38,21,12,9,7,11
2026-9452,Concepcion,Clay,32,C,O,20260126,18,BS86,2,,Tomas Barrios Vera,R,191,CHI,,107,565,MJ08,,,Thiago Monteiro,L,183,BRA,,196,304,6-2 7-5,3,R16,102,3,2,67,44,29,14,10,9,10,3,0,51,24,16,15,10,0,4
2026-9452,Concepcion,Clay,32,C,O,20260126,19,T0AP,3,,Chun-Hsin Tseng,R,175,TPE,,122,498,SG56,,,Daniel Dutra da Silva,L,,BRA,,344,147,7-5 6-4,3,R16,116,2,2,78,38,24,22,11,10,13,3,5,58,23,15,15,11,1,6
2026-9452,Concepcion,Clay,32,C,O,20260126,20,R0A7,,,Joao Lucas Reis Da Silva,R,178,BRA,,207,284,L987,4,,Dusan Lajovic,R,183,SRB,,125,497,6-3 2-6 6-1,3,R16,132,1,2,93,53,32,23,12,8,11,5,4,73,39,22,17,12,8,13
2026-9452,Concepcion,Clay,32,C,O,20260126,21,V0DP,6,,Adolfo Daniel Vallejo,R,183,PAR,,146,428,V836,,,Juan Pablo Varillas,R,185,PER,,244,227,6-4 6-2,3,R16,99,3,2,50,29,20,14,9,1,2,3,4,69,38,20,14,9,8,12
2026-9452,Concepcion,Clay,32,C,O,20260126,22,M0OH,,,Lautaro Midon,R,180,ARG,,232,247,B0GY,7,,Alex Barrena,R,175,ARG,,190,312,6-2 7-5,3,R16,112,0,5,78,46,32,14,10,5,7,1,1,77,43,22,18,10,6,11
2026-9452,Concepcion,Clay,32,C,O,20260126,23,CF01,,,Marco Cecchinato,R,185,ITA,,230,247,G0DH,8,,Alvaro Guillen Meza,R,175,ECU,,195,305,7-5 6-1,3,R16,91,1,3,65,39,24,18,10,4,6,2,5,52,30,15,12,9,4,9
2026-9452,Concepcion,Clay,32,C,O,20260126,24,J0AW,,,Guido Ivan Justo,R,178,ARG,,378,128,T0DM,,,Juan Bautista Torres,R,178,ARG,,364,133,6-3 6-2,3,R16,113,0,1,56,35,23,11,9,5,7,0,2,56,37,16,10,8,7,12
2026-9452,Concepcion,Clay,32,C,O,20260126,25,TE30,1,,Alejandro Tabilo,L,188,CHI,,79,737,M0OH,,,Lautaro Midon,R,180,ARG,,232,247,5-7 6-1 6-2,3,QF,120,1,2,74,50,37,9,13,0,3,6,6,79,52,32,8,14,3,10
2026-9452,Concepcion,Clay,32,C,O,20260126,26,BS86,2,,Tomas Barrios Vera,R,191,CHI,,107,565,J0AW,,,Guido Ivan Justo,R,178,ARG,,378,128,6-3 4-6 6-4,3,QF,153,1,8,80,44,33,18,14,2,5,3,3,92,58,35,18,15,7,12
